prime,target,p.POSr,t.POSr,first,second,match,index,JCNvalue,JCNmaki
algae,pool,n,n,"'algae#n#1',","'pool#n#1',",TRUE,algae.pool,15.72,17.515282
chips,potato,n,n,"'chips#n#1',","'potato#n#1',",TRUE,chips.potato,0,NA
pride,prejudice,n,n,"'pride#n#1',","'prejudice#n#1',",TRUE,pride.prejudice,15.1,15.875284
spine,less,n,other,"'spine#n#1',","'less#other#1',",FALSE,spine.less,NA,NA
vice,president,n,n,"'vice#n#1',","'president#n#1',",TRUE,vice.president,19.79,9.8495
recognition,pride,n,n,"'recognition#n#1',","'pride#n#1',",TRUE,recognition.pride,11.28,14.340618
chapel,priest,n,n,"'chapel#n#1',","'priest#n#1',",TRUE,chapel.priest,15.38,17.750639
frog,prince,n,n,"'frog#n#1',","'prince#n#1',",TRUE,frog.prince,17.4,14.830194
viking,princess,n,n,"'viking#n#1',","'princess#n#1',",TRUE,viking.princess,0,20.264656
newspaper,print,n,n,"'newspaper#n#1',","'print#n#1',",TRUE,newspaper.print,19.08,10.650081
inmate,prison,n,n,"'inmate#n#1',","'prison#n#1',",TRUE,inmate.prison,18.71,17.549094
hostage,prisoner,n,n,"'hostage#n#1',","'prisoner#n#1',",TRUE,hostage.prisoner,0,2.545533
limousine,prom,n,n,"'limousine#n#1',","'prom#n#1',",TRUE,limousine.prom,0,23.589356
bullet,proof,n,n,"'bullet#n#1',","'proof#n#1',",TRUE,bullet.proof,17.07,8.747605
plum,pudding,n,n,"'plum#n#1',","'pudding#n#1',",TRUE,plum.pudding,0,20.267121
gag,puke,n,n,"'gag#n#1',","'puke#n#1',",TRUE,gag.puke,19.31,20.375728
paddle,punishment,n,n,"'paddle#n#1',","'punishment#n#1',",TRUE,paddle.punishment,0,22.174916
function,purpose,n,n,"'function#n#1',","'purpose#n#1',",TRUE,function.purpose,12.36,0
stump,puzzle,n,n,"'stump#n#1',","'puzzle#n#1',",TRUE,stump.puzzle,0,5.123108
sphinx,pyramid,n,n,"'sphinx#n#1',","'pyramid#n#1',",TRUE,sphinx.pyramid,0,17.155307
hours,long,n,other,"'hours#n#1',","'long#other#1',",FALSE,hours.long,NA,8.173006
duck,quack,n,n,"'duck#n#1',","'quack#n#1',",TRUE,duck.quack,15.86,17.542013
gallon,quart,n,n,"'gallon#n#1',","'quart#n#1',",TRUE,gallon.quart,1.69,5.600233
dragon,queen,n,n,"'dragon#n#1',","'queen#n#1',",TRUE,dragon.queen,18.97,13.023716
response,question,n,n,"'response#n#1',","'question#n#1',",TRUE,response.question,16.69,4.205321
bias,race,n,n,"'bias#n#1',","'race#n#1',",TRUE,bias.race,13.77,16.059355
microphone,loud,n,other,"'microphone#n#1',","'loud#other#1',",FALSE,microphone.loud,NA,NA
communication,radio,n,n,"'communication#n#1',","'radio#n#1',",TRUE,communication.radio,16.28,12.475517
minimum,low,n,other,"'minimum#n#1',","'low#other#1',",FALSE,minimum.low,NA,16.272863
wind,rain,n,n,"'wind#n#1',","'rain#n#1',",TRUE,wind.rain,2.53,3.829789
mousse,rat,n,n,"'mousse#n#1',","'rat#n#1',",TRUE,mousse.rat,0,17.36865
snake,rattle,n,n,"'snake#n#1',","'rattle#n#1',",TRUE,snake.rattle,17.52,19.541937
stimulus,reaction,n,n,"'stimulus#n#1',","'reaction#n#1',",TRUE,stimulus.reaction,14.66,11.412008
factor,reason,n,n,"'factor#n#1',","'reason#n#1',",TRUE,factor.reason,11.92,4.306391
precipice,recipe,n,n,"'precipice#n#1',","'recipe#n#1',",TRUE,precipice.recipe,21.74,23.822002
tape,record,n,n,"'tape#n#1',","'record#n#1',",TRUE,tape.record,16.3,0
barrier,reef,n,n,"'barrier#n#1',","'reef#n#1',",TRUE,barrier.reef,15.9,9.893545
fishing,reel,n,n,"'fishing#n#1',","'reel#n#1',",TRUE,fishing.reel,20.82,11.423741
umpire,referee,n,n,"'umpire#n#1',","'referee#n#1',",TRUE,umpire.referee,0,0
freezer,refrigerator,n,n,"'freezer#n#1',","'refrigerator#n#1',",TRUE,freezer.refrigerator,0,3.113519
church,religion,n,n,"'church#n#1',","'religion#n#1',",TRUE,church.religion,12.81,0.578568
mortgage,rent,n,n,"'mortgage#n#1',","'rent#n#1',",TRUE,mortgage.rent,11.06,12.13445
scales,reptile,n,n,"'scales#n#1',","'reptile#n#1',",TRUE,scales.reptile,NA,NA
politics,republican,n,n,"'politics#n#1',","'republican#n#1',",TRUE,politics.republican,18.41,18.81326
pub,restaurant,n,n,"'pub#n#1',","'restaurant#n#1',",TRUE,pub.restaurant,8.61,9.589291
rap,rhyme,n,n,"'rap#n#1',","'rhyme#n#1',",TRUE,rap.rhyme,16.29,13.807196
barbecue,ribs,n,n,"'barbecue#n#1',","'ribs#n#1',",TRUE,barbecue.ribs,NA,NA
chinese,rice,n,n,"'chinese#n#1',","'rice#n#1',",TRUE,chinese.rice,20.82,16.173379
saddle,ride,n,n,"'saddle#n#1',","'ride#n#1',",TRUE,saddle.ride,18.95,11.519145
buzz,ring,n,n,"'buzz#n#1',","'ring#n#1',",TRUE,buzz.ring,20.59,7.975817
tears,rip,n,n,"'tears#n#1',","'rip#n#1',",TRUE,tears.rip,20,14.131879
alligator,river,n,n,"'alligator#n#1',","'river#n#1',",TRUE,alligator.river,17.77,18.466539
burglar,robbery,n,n,"'burglar#n#1',","'robbery#n#1',",TRUE,burglar.robbery,21.45,22.153792
mineral,rock,n,n,"'mineral#n#1',","'rock#n#1',",TRUE,mineral.rock,15.43,7.539147
missile,rocket,n,n,"'missile#n#1',","'rocket#n#1',",TRUE,missile.rocket,0.08,0.109866
asia,minor,n,other,"'asia#n#1',","'minor#other#1',",FALSE,asia.minor,NA,14.746435
gavel,rocks,n,n,"'gavel#n#1',","'rocks#n#1',",TRUE,gavel.rocks,NA,NA
tar,roof,n,n,"'tar#n#1',","'roof#n#1',",TRUE,tar.roof,18.69,10.390906
bud,roses,n,n,"'bud#n#1',","'roses#n#1',",TRUE,bud.roses,NA,NA
fray,rug,n,n,"'fray#n#1',","'rug#n#1',",TRUE,fray.rug,21.59,22.995378
cardinal,rule,n,n,"'cardinal#n#1',","'rule#n#1',",TRUE,cardinal.rule,18.02,16.347081
emperor,ruler,n,n,"'emperor#n#1',","'ruler#n#1',",TRUE,emperor.ruler,2.3,2.467911
authority,rules,n,n,"'authority#n#1',","'rules#n#1',",TRUE,authority.rules,NA,NA
enemy,russia,n,n,"'enemy#n#1',","'russia#n#1',",TRUE,enemy.russia,16.51,17.95848
potato,salad,n,n,"'potato#n#1',","'salad#n#1',",TRUE,potato.salad,11.91,17.951388
portion,sample,n,n,"'portion#n#1',","'sample#n#1',",TRUE,portion.sample,9.97,12.974544
shovel,sand,n,n,"'shovel#n#1',","'sand#n#1',",TRUE,shovel.sand,18.9,19.719199
tuna,sandwich,n,n,"'tuna#n#1',","'sandwich#n#1',",TRUE,tuna.sandwich,0,16.68502
christmas,santa,n,n,"'christmas#n#1',","'santa#n#1',",TRUE,christmas.santa,0,NA
majority,most,n,other,"'majority#n#1',","'most#other#1',",FALSE,majority.most,NA,NA
sheets,satin,n,n,"'sheets#n#1',","'satin#n#1',",TRUE,sheets.satin,NA,NA
plate,saucer,n,n,"'plate#n#1',","'saucer#n#1',",TRUE,plate.saucer,17.8,2.266458
criterion,schedule,n,n,"'criterion#n#1',","'schedule#n#1',",TRUE,criterion.schedule,13.87,10.564124
scholarship,school,n,n,"'scholarship#n#1',","'school#n#1',",TRUE,scholarship.school,14.67,11.839784
scientist,science,n,n,"'scientist#n#1',","'science#n#1',",TRUE,scientist.science,14.15,13.297519
experiment,scientist,n,n,"'experiment#n#1',","'scientist#n#1',",TRUE,experiment.scientist,14.85,14.639359
clippers,scissors,n,n,"'clippers#n#1',","'scissors#n#1',",TRUE,clippers.scissors,NA,1.734602
belly,scratch,n,n,"'belly#n#1',","'scratch#n#1',",TRUE,belly.scratch,20.82,8.016675
sailor,sea,n,n,"'sailor#n#1',","'sea#n#1',",TRUE,sailor.sea,15.35,15.798287
guard,security,n,n,"'guard#n#1',","'security#n#1',",TRUE,guard.security,17.25,11.035944
solo,self,n,n,"'solo#n#1',","'self#n#1',",TRUE,solo.self,19.14,17.488021
owner,seller,n,n,"'owner#n#1',","'seller#n#1',",TRUE,owner.seller,4.29,5.102405
legislature,senate,n,n,"'legislature#n#1',","'senate#n#1',",TRUE,legislature.senate,1.55,2.113262
party,naked,n,other,"'party#n#1',","'naked#other#1',",FALSE,party.naked,NA,NA
period,sentence,n,n,"'period#n#1',","'sentence#n#1',",TRUE,period.sentence,10.23,3.482488
customer,service,n,n,"'customer#n#1',","'service#n#1',",TRUE,customer.service,16.48,11.543878
pity,shame,n,n,"'pity#n#1',","'shame#n#1',",TRUE,pity.shame,9.33,0
hair,shampoo,n,n,"'hair#n#1',","'shampoo#n#1',",TRUE,hair.shampoo,0,20.276984
geometry,shape,n,n,"'geometry#n#1',","'shape#n#1',",TRUE,geometry.shape,16.6,14.076577
loan,shark,n,n,"'loan#n#1',","'shark#n#1',",TRUE,loan.shark,20.4,21.778901
legs,shave,n,n,"'legs#n#1',","'shave#n#1',",TRUE,legs.shave,0,NA
ram,sheep,n,n,"'ram#n#1',","'sheep#n#1',",TRUE,ram.sheep,17.05,3.98899
interview,nervous,n,other,"'interview#n#1',","'nervous#other#1',",FALSE,interview.nervous,NA,NA
snail,shell,n,n,"'snail#n#1',","'shell#n#1',",TRUE,snail.shell,16.92,18.691589
port,ship,n,n,"'port#n#1',","'ship#n#1',",TRUE,port.ship,11.84,12.643823
stripes,shirt,n,n,"'stripes#n#1',","'shirt#n#1',",TRUE,stripes.shirt,0,23.026089
surprise,shock,n,n,"'surprise#n#1',","'shock#n#1',",TRUE,surprise.shock,3.26,0.582135
box,shoe,n,n,"'box#n#1',","'shoe#n#1',",TRUE,box.shoe,11.13,8.726689
knot,shoelace,n,n,"'knot#n#1',","'shoelace#n#1',",TRUE,knot.shoelace,22.15,18.733959
haircut,no,n,other,"'haircut#n#1',","'no#other#1',",FALSE,haircut.no,NA,15.426385
canvas,shoes,n,n,"'canvas#n#1',","'shoes#n#1',",TRUE,canvas.shoes,19.25,12.414958
scoop,shovel,n,n,"'scoop#n#1',","'shovel#n#1',",TRUE,scoop.shovel,22.43,1.734602
meteor,shower,n,n,"'meteor#n#1',","'shower#n#1',",TRUE,meteor.shower,15.96,13.197313
eyes,sight,n,n,"'eyes#n#1',","'sight#n#1',",TRUE,eyes.sight,12.53,11.635484
traffic,sign,n,n,"'traffic#n#1',","'sign#n#1',",TRUE,traffic.sign,16.37,13.08558
satan,silk,n,n,"'satan#n#1',","'silk#n#1',",TRUE,satan.silk,19.1,23.003842
snow,ski,n,n,"'snow#n#1',","'ski#n#1',",TRUE,snow.ski,0,19.425019
talent,skill,n,n,"'talent#n#1',","'skill#n#1',",TRUE,talent.skill,6.27,8.074218
rocket,sky,n,n,"'rocket#n#1',","'sky#n#1',",TRUE,rocket.sky,15.15,8.900044
bondage,slave,n,n,"'bondage#n#1',","'slave#n#1',",TRUE,bondage.slave,0,20.087582
playground,slide,n,n,"'playground#n#1',","'slide#n#1',",TRUE,playground.slide,19.81,22.063853
deposit,slip,n,n,"'deposit#n#1',","'slip#n#1',",TRUE,deposit.slip,21.05,11.02779
flick,off,n,other,"'flick#n#1',","'off#other#1',",FALSE,flick.off,NA,NA
sneakers,smell,n,n,"'sneakers#n#1',","'smell#n#1',",TRUE,sneakers.smell,NA,NA
veteran,old,n,other,"'veteran#n#1',","'old#other#1',",FALSE,veteran.old,NA,19.083969
moment,one,n,other,"'moment#n#1',","'one#other#1',",FALSE,moment.one,NA,7.700363
beam,smile,n,n,"'beam#n#1',","'smile#n#1',",TRUE,beam.smile,11.55,1.906894
option,open,n,other,"'option#n#1',","'open#other#1',",FALSE,option.open,NA,10.23751
fumes,smoke,n,n,"'fumes#n#1',","'smoke#n#1',",TRUE,fumes.smoke,17.42,10.746102
blot,smudge,n,n,"'blot#n#1',","'smudge#n#1',",TRUE,blot.smudge,0,0
tiger,orange,n,other,"'tiger#n#1',","'orange#other#1',",FALSE,tiger.orange,NA,18.434199
poison,snake,n,n,"'poison#n#1',","'snake#n#1',",TRUE,poison.snake,15.59,19.195332
nature,outdoors,n,other,"'nature#n#1',","'outdoors#other#1',",FALSE,nature.outdoors,NA,16.168672
cheerleader,snob,n,n,"'cheerleader#n#1',","'snob#n#1',",TRUE,cheerleader.snob,0,23.127269
laundry,soap,n,n,"'laundry#n#1',","'soap#n#1',",TRUE,laundry.soap,19.9,19.906043
economy,society,n,n,"'economy#n#1',","'society#n#1',",TRUE,economy.society,8.77,11.105065
plug,socket,n,n,"'plug#n#1',","'socket#n#1',",TRUE,plug.socket,0,17.640729
slice,soda,n,n,"'slice#n#1',","'soda#n#1',",TRUE,slice.soda,0,19.605921
chorus,song,n,n,"'chorus#n#1',","'song#n#1',",TRUE,chorus.song,16.7,7.889484
tenor,soprano,n,n,"'tenor#n#1',","'soprano#n#1',",TRUE,tenor.soprano,22.43,NA
chapter,sorority,n,n,"'chapter#n#1',","'sorority#n#1',",TRUE,chapter.sorority,17.64,8.455444
remorse,sorrow,n,n,"'remorse#n#1',","'sorrow#n#1',",TRUE,remorse.sorrow,3.24,0.475734
stew,soup,n,n,"'stew#n#1',","'soup#n#1',",TRUE,stew.soup,0,5.425023
mexico,south,n,n,"'mexico#n#1',","'south#n#1',",TRUE,mexico.south,11.42,15.04823
astrology,space,n,n,"'astrology#n#1',","'space#n#1',",TRUE,astrology.space,0,21.208008
aroma,spaghetti,n,n,"'aroma#n#1',","'spaghetti#n#1',",TRUE,aroma.spaghetti,0,25.40715
bridge,span,n,n,"'bridge#n#1',","'span#n#1',",TRUE,bridge.span,19.79,0
memory,past,n,other,"'memory#n#1',","'past#other#1',",FALSE,memory.past,NA,15.209125
latin,spanish,n,n,"'latin#n#1',","'spanish#n#1',",TRUE,latin.spanish,1.15,1.945911
nurse,patient,n,other,"'nurse#n#1',","'patient#other#1',",FALSE,nurse.patient,NA,15.405235
conversation,speech,n,n,"'conversation#n#1',","'speech#n#1',",TRUE,conversation.speech,14.06,1.578099
vehicle,speed,n,n,"'vehicle#n#1',","'speed#n#1',",TRUE,vehicle.speed,13.37,14.143271
parsley,spice,n,n,"'parsley#n#1',","'spice#n#1',",TRUE,parsley.spice,0,9.428714
bug,spider,n,n,"'bug#n#1',","'spider#n#1',",TRUE,bug.spider,9.62,8.832284
overflow,spill,n,n,"'overflow#n#1',","'spill#n#1',",TRUE,overflow.spill,0,0.650588
broccoli,spinach,n,n,"'broccoli#n#1',","'spinach#n#1',",TRUE,broccoli.spinach,0,10.85411
cactus,spine,n,n,"'cactus#n#1',","'spine#n#1',",TRUE,cactus.spine,0,18.204988
referee,sports,n,n,"'referee#n#1',","'sports#n#1',",TRUE,referee.sports,NA,NA
autumn,spring,n,n,"'autumn#n#1',","'spring#n#1',",TRUE,autumn.spring,3.6,3.074785
bouillon,square,n,n,"'bouillon#n#1',","'square#n#1',",TRUE,bouillon.square,0,21.845509
raccoon,squirrel,n,n,"'raccoon#n#1',","'squirrel#n#1',",TRUE,raccoon.squirrel,0,9.101086
hay,stack,n,n,"'hay#n#1',","'stack#n#1',",TRUE,hay.stack,20.04,19.270422
personnel,staff,n,n,"'personnel#n#1',","'staff#n#1',",TRUE,personnel.staff,2.84,2.311759
platform,stage,n,n,"'platform#n#1',","'stage#n#1',",TRUE,platform.stage,15.54,1.449796
mildew,stain,n,n,"'mildew#n#1',","'stain#n#1',",TRUE,mildew.stain,0,13.91014
elevator,stair,n,n,"'elevator#n#1',","'stair#n#1',",TRUE,elevator.stair,12.09,11.804842
stairway,stairs,n,n,"'stairway#n#1',","'stairs#n#1',",TRUE,stairway.stairs,0.23,0
meteorite,star,n,n,"'meteorite#n#1',","'star#n#1',",TRUE,meteorite.star,7.21,10.33549
city,state,n,n,"'city#n#1',","'state#n#1',",TRUE,city.state,2.36,2.905195
train,station,n,n,"'train#n#1',","'station#n#1',",TRUE,train.station,11.34,6.484159
veal,steak,n,n,"'veal#n#1',","'steak#n#1',",TRUE,veal.steak,0,11.444528
industry,steel,n,n,"'industry#n#1',","'steel#n#1',",TRUE,industry.steel,14.74,17.679089
hornet,sting,n,n,"'hornet#n#1',","'sting#n#1',",TRUE,hornet.sting,0,25.342761
stick,stone,n,n,"'stick#n#1',","'stone#n#1',",TRUE,stick.stone,13.88,8.653663
trunk,storage,n,n,"'trunk#n#1',","'storage#n#1',",TRUE,trunk.storage,19.98,14.047509
buffalo,plain,n,other,"'buffalo#n#1',","'plain#other#1',",FALSE,buffalo.plain,NA,17.39675
sales,store,n,n,"'sales#n#1',","'store#n#1',",TRUE,sales.store,0,4.304519
kettle,stove,n,n,"'kettle#n#1',","'stove#n#1',",TRUE,kettle.stove,16.06,16.601092
sip,straw,n,n,"'sip#n#1',","'straw#n#1',",TRUE,sip.straw,19.31,23.398381
festival,strawberry,n,n,"'festival#n#1',","'strawberry#n#1',",TRUE,festival.strawberry,22.43,23.551023
canal,stream,n,n,"'canal#n#1',","'stream#n#1',",TRUE,canal.stream,0,8.46697
cross,street,n,n,"'cross#n#1',","'street#n#1',",TRUE,cross.street,13.27,12.377923
force,strength,n,n,"'force#n#1',","'strength#n#1',",TRUE,force.strength,10.6,0
crisis,stress,n,n,"'crisis#n#1',","'stress#n#1',",TRUE,crisis.stress,15.06,12.10097
strand,string,n,n,"'strand#n#1',","'string#n#1',",TRUE,strand.string,21.92,0
desk,study,n,n,"'desk#n#1',","'study#n#1',",TRUE,desk.study,15.72,13.083525
object,subject,n,n,"'object#n#1',","'subject#n#1',",TRUE,object.subject,8.09,4.172021
addition,plus,n,other,"'addition#n#1',","'plus#other#1',",FALSE,addition.plus,NA,0
vessel,submarine,n,n,"'vessel#n#1',","'submarine#n#1',",TRUE,vessel.submarine,15.85,2.568416
achievement,success,n,n,"'achievement#n#1',","'success#n#1',",TRUE,achievement.success,8.86,2.351176
maple,sugar,n,n,"'maple#n#1',","'sugar#n#1',",TRUE,maple.sugar,14.33,17.732383
plot,summary,n,n,"'plot#n#1',","'summary#n#1',",TRUE,plot.summary,16.36,12.201371
florida,sun,n,n,"'florida#n#1',","'sun#n#1',",TRUE,florida.sun,16.07,19.772615
palm,sunday,n,n,"'palm#n#1',","'sunday#n#1',",TRUE,palm.sunday,18.65,15.832555
dusk,sunset,n,n,"'dusk#n#1',","'sunset#n#1',",TRUE,dusk.sunset,4.64,5.016932
diner,supper,n,n,"'diner#n#1',","'supper#n#1',",TRUE,diner.supper,0,21.714584
fortune,poor,n,other,"'fortune#n#1',","'poor#other#1',",FALSE,fortune.poor,NA,NA
surgeon,surgery,n,n,"'surgeon#n#1',","'surgery#n#1',",TRUE,surgeon.surgery,0,14.840979
lagoon,swamp,n,n,"'lagoon#n#1',","'swamp#n#1',",TRUE,lagoon.swamp,18.43,22.433597
attendance,present,n,other,"'attendance#n#1',","'present#other#1',",FALSE,attendance.present,NA,15.989255
hinge,swing,n,n,"'hinge#n#1',","'swing#n#1',",TRUE,hinge.swing,22.43,14.400922
dagger,sword,n,n,"'dagger#n#1',","'sword#n#1',",TRUE,dagger.sword,9.26,9.263291
compassion,sympathy,n,n,"'compassion#n#1',","'sympathy#n#1',",TRUE,compassion.sympathy,18.48,1.706723
sap,syrup,n,n,"'sap#n#1',","'syrup#n#1',",TRUE,sap.syrup,0,20.690654
process,system,n,n,"'process#n#1',","'system#n#1',",TRUE,process.system,14.27,6.114226
seat,table,n,n,"'seat#n#1',","'table#n#1',",TRUE,seat.table,17.18,3.054163
caboose,tail,n,n,"'caboose#n#1',","'tail#n#1',",TRUE,caboose.tail,0,17.622698
savior,taste,n,n,"'savior#n#1',","'taste#n#1',",TRUE,savior.taste,11.94,11.613593
detective,private,n,other,"'detective#n#1',","'private#other#1',",FALSE,detective.private,NA,14.255167
property,tax,n,n,"'property#n#1',","'tax#n#1',",TRUE,property.tax,5.47,6.065569
bus,taxi,n,n,"'bus#n#1',","'taxi#n#1',",TRUE,bus.taxi,10.32,5.995312
publication,public,n,other,"'publication#n#1',","'public#other#1',",FALSE,publication.public,NA,14.160094
pitcher,tea,n,n,"'pitcher#n#1',","'tea#n#1',",TRUE,pitcher.tea,17.4,17.20815
supervisor,teacher,n,n,"'supervisor#n#1',","'teacher#n#1',",TRUE,supervisor.teacher,12.18,12.736744
crew,team,n,n,"'crew#n#1',","'team#n#1',",TRUE,crew.team,6.94,3.484151
fold,tear,n,n,"'fold#n#1',","'tear#n#1',",TRUE,fold.tear,18.57,9.893252
grief,tears,n,n,"'grief#n#1',","'tears#n#1',",TRUE,grief.tears,19.62,21.778901
vampire,teeth,n,n,"'vampire#n#1',","'teeth#n#1',",TRUE,vampire.teeth,0,24.477407
cord,telephone,n,n,"'cord#n#1',","'telephone#n#1',",TRUE,cord.telephone,11.98,12.656946
gauge,temperature,n,n,"'gauge#n#1',","'temperature#n#1',",TRUE,gauge.temperature,16.62,19.175455
synagogue,temple,n,n,"'synagogue#n#1',","'temple#n#1',",TRUE,synagogue.temple,6.17,0
player,tennis,n,n,"'player#n#1',","'tennis#n#1',",TRUE,player.tennis,18.62,17.916652
revival,tent,n,n,"'revival#n#1',","'tent#n#1',",TRUE,revival.tent,19.54,19.76519
question,test,n,n,"'question#n#1',","'test#n#1',",TRUE,question.test,12.31,1.643964
instant,quick,n,other,"'instant#n#1',","'quick#other#1',",FALSE,instant.quick,NA,17.122408
compliment,thanks,n,n,"'compliment#n#1',","'thanks#n#1',",TRUE,compliment.thanks,11.1,13.622122
freeze,thaw,n,n,"'freeze#n#1',","'thaw#n#1',",TRUE,freeze.thaw,3.87,3.027982
juice,thirst,n,n,"'juice#n#1',","'thirst#n#1',",TRUE,juice.thirst,22.15,23.456008
medium,rare,n,other,"'medium#n#1',","'rare#other#1',",FALSE,medium.rare,NA,NA
seam,thread,n,n,"'seam#n#1',","'thread#n#1',",TRUE,seam.thread,16.47,14.381661
thimble,thumb,n,n,"'thimble#n#1',","'thumb#n#1',",TRUE,thimble.thumb,0,15.073862
cook,raw,n,other,"'cook#n#1',","'raw#other#1',",FALSE,cook.raw,NA,20.108182
rain,thunder,n,n,"'rain#n#1',","'thunder#n#1',",TRUE,rain.thunder,16.73,19.21045
cop,ticket,n,n,"'cop#n#1',","'ticket#n#1',",TRUE,cop.ticket,19.44,18.615734
string,tie,n,n,"'string#n#1',","'tie#n#1',",TRUE,string.tie,14.86,0.693147
leopard,tiger,n,n,"'leopard#n#1',","'tiger#n#1',",TRUE,leopard.tiger,0,5.327537
roof,tile,n,n,"'roof#n#1',","'tile#n#1',",TRUE,roof.tile,14.93,10.13315
code,red,n,other,"'code#n#1',","'red#other#1',",FALSE,code.red,NA,12.988362
handkerchief,tissue,n,n,"'handkerchief#n#1',","'tissue#n#1',",TRUE,handkerchief.tissue,15.09,18.119553
name,title,n,n,"'name#n#1',","'title#n#1',",TRUE,name.title,13.89,1.944568
muffin,toast,n,n,"'muffin#n#1',","'toast#n#1',",TRUE,muffin.toast,0,5.497224
heel,toe,n,n,"'heel#n#1',","'toe#n#1',",TRUE,heel.toe,17.66,9.631128
guest,relative,n,other,"'guest#n#1',","'relative#other#1',",FALSE,guest.relative,NA,10.859886
fingers,toes,n,n,"'fingers#n#1',","'toes#n#1',",TRUE,fingers.toes,NA,NA
squash,tomato,n,n,"'squash#n#1',","'tomato#n#1',",TRUE,squash.tomato,0,7.781375
lip,tongue,n,n,"'lip#n#1',","'tongue#n#1',",TRUE,lip.tongue,1.97,1.535063
vodka,tonic,n,n,"'vodka#n#1',","'tonic#n#1',",TRUE,vodka.tonic,0,12.614317
hygiene,toothbrush,n,n,"'hygiene#n#1',","'toothbrush#n#1',",TRUE,hygiene.toothbrush,0,26.264643
aim,toothpaste,n,n,"'aim#n#1',","'toothpaste#n#1',",TRUE,aim.toothpaste,17.18,20.579096
catastrophe,tornado,n,n,"'catastrophe#n#1',","'tornado#n#1',",TRUE,catastrophe.tornado,19.77,14.136873
brush,touch,n,n,"'brush#n#1',","'touch#n#1',",TRUE,brush.touch,16.49,1.297283
bath,towel,n,n,"'bath#n#1',","'towel#n#1',",TRUE,bath.towel,14.99,17.703502
wagon,toy,n,n,"'wagon#n#1',","'toy#n#1',",TRUE,wagon.toy,12.75,13.755537
nonsense,ridiculous,n,other,"'nonsense#n#1',","'ridiculous#other#1',",FALSE,nonsense.ridiculous,NA,NA
craft,trade,n,n,"'craft#n#1',","'trade#n#1',",TRUE,craft.trade,11.58,0
hitch,trailer,n,n,"'hitch#n#1',","'trailer#n#1',",TRUE,hitch.trailer,22.15,16.078204
transportation,train,n,n,"'transportation#n#1',","'train#n#1',",TRUE,transportation.train,12.78,15.092517
personality,trait,n,n,"'personality#n#1',","'trait#n#1',",TRUE,personality.trait,9.3,8.736906
stuff,trash,n,n,"'stuff#n#1',","'trash#n#1',",TRUE,stuff.trash,4.04,4.607212
ornament,tree,n,n,"'ornament#n#1',","'tree#n#1',",TRUE,ornament.tree,10.92,11.348806
graft,trees,n,n,"'graft#n#1',","'trees#n#1',",TRUE,graft.trees,NA,NA
deceit,trick,n,n,"'deceit#n#1',","'trick#n#1',",TRUE,deceit.trick,21.28,7.054773
plaque,trophy,n,n,"'plaque#n#1',","'trophy#n#1',",TRUE,plaque.trophy,0,16.634783
difficulty,trouble,n,n,"'difficulty#n#1',","'trouble#n#1',",TRUE,difficulty.trouble,13.05,0
bully,rough,n,other,"'bully#n#1',","'rough#other#1',",FALSE,bully.rough,NA,15.78532
today,tuesday,n,n,"'today#n#1',","'tuesday#n#1',",TRUE,today.tuesday,15.25,14.778908
gymnast,tumble,n,n,"'gymnast#n#1',","'tumble#n#1',",TRUE,gymnast.tumble,19.79,21.682567
dracula,frankenstein,n,n,"'dracula#n#1',","'frankenstein#n#1',",TRUE,dracula.frankenstein,0,13.376674
hare,turtle,n,n,"'hare#n#1',","'turtle#n#1',",TRUE,hare.turtle,0,12.752825
nephew,uncle,n,n,"'nephew#n#1',","'uncle#n#1',",TRUE,nephew.uncle,3.99,3.855645
employment,unemployment,n,n,"'employment#n#1',","'unemployment#n#1',",TRUE,employment.unemployment,13.79,15.355794
attic,upstairs,n,n,"'attic#n#1',","'upstairs#n#1',",TRUE,attic.upstairs,0,NA
resort,vacation,n,n,"'resort#n#1',","'vacation#n#1',",TRUE,resort.vacation,19.92,17.272649
gold,value,n,n,"'gold#n#1',","'value#n#1',",TRUE,gold.value,15.72,6.508934
bank,vault,n,n,"'bank#n#1',","'vault#n#1',",TRUE,bank.vault,17.2,12.003505
cabbage,vegetable,n,n,"'cabbage#n#1',","'vegetable#n#1',",TRUE,cabbage.vegetable,3.71,3.2547
soup,vegetables,n,n,"'soup#n#1',","'vegetables#n#1',",TRUE,soup.vegetables,NA,NA
blood,vein,n,n,"'blood#n#1',","'vein#n#1',",TRUE,blood.vein,15.31,16.114737
action,verb,n,n,"'action#n#1',","'verb#n#1',",TRUE,action.verb,12.36,15.716104
ivy,vine,n,n,"'ivy#n#1',","'vine#n#1',",TRUE,ivy.vine,2.48,2.898273
orchestra,violin,n,n,"'orchestra#n#1',","'violin#n#1',",TRUE,orchestra.violin,19.66,21.826913
honesty,virtue,n,n,"'honesty#n#1',","'virtue#n#1',",TRUE,honesty.virtue,6.68,4.914585
grizzly,scary,n,other,"'grizzly#n#1',","'scary#other#1',",FALSE,grizzly.scary,NA,NA
sight,vision,n,n,"'sight#n#1',","'vision#n#1',",TRUE,sight.vision,12.2,0
inferno,volcano,n,n,"'inferno#n#1',","'volcano#n#1',",TRUE,inferno.volcano,15.72,15.714869
wheel,wagon,n,n,"'wheel#n#1',","'wagon#n#1',",TRUE,wheel.wagon,10.37,6.328914
