prime,target,p.POSr,t.POSr,first,second,match,index,JCNvalue,JCNmaki
chef,waiter,n,n,"'chef#n#1',","'waiter#n#1',",TRUE,chef.waiter,0,13.599336
leg,walk,n,n,"'leg#n#1',","'walk#n#1',",TRUE,leg.walk,16,4.467018
ceiling,wall,n,n,"'ceiling#n#1',","'wall#n#1',",TRUE,ceiling.wall,12.18,14.934512
history,war,n,n,"'history#n#1',","'war#n#1',",TRUE,history.war,13.32,15.662198
split,second,n,other,"'split#n#1',","'second#other#1',",FALSE,split.second,NA,13.470009
formula,secret,n,other,"'formula#n#1',","'secret#other#1',",FALSE,formula.secret,NA,9.882399
fluid,washer,n,n,"'fluid#n#1',","'washer#n#1',",TRUE,fluid.washer,0,16.484241
monument,washington,n,n,"'monument#n#1',","'washington#n#1',",TRUE,monument.washington,15.7,NA
stair,way,n,n,"'stair#n#1',","'way#n#1',",TRUE,stair.way,16.71,10.280873
cob,web,n,n,"'cob#n#1',","'web#n#1',",TRUE,cob.web,0,23.119784
marriage,wedding,n,n,"'marriage#n#1',","'wedding#n#1',",TRUE,marriage.wedding,17.25,0
tomorrow,wednesday,n,n,"'tomorrow#n#1',","'wednesday#n#1',",TRUE,tomorrow.wednesday,12.44,16.137882
sunday,weekend,n,n,"'sunday#n#1',","'weekend#n#1',",TRUE,sunday.weekend,9.95,8.330973
south,west,n,n,"'south#n#1',","'west#n#1',",TRUE,south.west,9.58,2.676753
division,separate,n,other,"'division#n#1',","'separate#other#1',",FALSE,division.separate,NA,16.813222
blubber,whale,n,n,"'blubber#n#1',","'whale#n#1',",TRUE,blubber.whale,0,23.435669
touchdown,seven,n,other,"'touchdown#n#1',","'seven#other#1',",FALSE,touchdown.seven,NA,21.622089
rye,wheat,n,n,"'rye#n#1',","'wheat#n#1',",TRUE,rye.wheat,0,4.859157
nightgown,sexy,n,other,"'nightgown#n#1',","'sexy#other#1',",FALSE,nightgown.sexy,NA,NA
invalid,wheelchair,n,n,"'invalid#n#1',","'wheelchair#n#1',",TRUE,invalid.wheelchair,20.79,NA
depth,shallow,n,other,"'depth#n#1',","'shallow#other#1',",FALSE,depth.shallow,NA,20.822488
fuss,whine,n,n,"'fuss#n#1',","'whine#n#1',",TRUE,fuss.whine,0,NA
mate,wife,n,n,"'mate#n#1',","'wife#n#1',",TRUE,mate.wife,13.49,0.29051
trade,wind,n,n,"'trade#n#1',","'wind#n#1',",TRUE,trade.wind,16.97,1.576852
screen,window,n,n,"'screen#n#1',","'window#n#1',",TRUE,screen.window,12.59,2.617794
pin,sharp,n,other,"'pin#n#1',","'sharp#other#1',",FALSE,pin.sharp,NA,13.529969
vine,wine,n,n,"'vine#n#1',","'wine#n#1',",TRUE,vine.wine,16.77,16.54506
victory,winner,n,n,"'victory#n#1',","'winner#n#1',",TRUE,victory.winner,18.85,17.606254
fireplace,winter,n,n,"'fireplace#n#1',","'winter#n#1',",TRUE,fireplace.winter,17.83,19.353216
cage,wire,n,n,"'cage#n#1',","'wire#n#1',",TRUE,cage.wire,14.16,14.804945
fangs,wolf,n,n,"'fangs#n#1',","'wolf#n#1',",TRUE,fangs.wolf,NA,NA
sorority,women,n,n,"'sorority#n#1',","'women#n#1',",TRUE,sorority.women,NA,NA
awe,wonder,n,n,"'awe#n#1',","'wonder#n#1',",TRUE,awe.wonder,0.92,2.749602
ax,wood,n,n,"'ax#n#1',","'wood#n#1',",TRUE,ax.wood,16.22,13.914011
cotton,wool,n,n,"'cotton#n#1',","'wool#n#1',",TRUE,cotton.wool,19.12,2.7558
grammar,words,n,n,"'grammar#n#1',","'words#n#1',",TRUE,grammar.words,0,20.662865
sleeve,short,n,other,"'sleeve#n#1',","'short#other#1',",FALSE,sleeve.short,NA,13.597302
study,work,n,n,"'study#n#1',","'work#n#1',",TRUE,study.work,2.45,0
mason,worker,n,n,"'mason#n#1',","'worker#n#1',",TRUE,mason.worker,0,6.315165
weights,workout,n,n,"'weights#n#1',","'workout#n#1',",TRUE,weights.workout,NA,NA
bait,worm,n,n,"'bait#n#1',","'worm#n#1',",TRUE,bait.worm,21.74,14.923146
editor,writer,n,n,"'editor#n#1',","'writer#n#1',",TRUE,editor.writer,11.5,10.113985
meter,yard,n,n,"'meter#n#1',","'yard#n#1',",TRUE,meter.yard,5.52,10.953862
week,year,n,n,"'week#n#1',","'year#n#1',",TRUE,week.year,5.23,8.358269
giraffe,zoo,n,n,"'giraffe#n#1',","'zoo#n#1',",TRUE,giraffe.zoo,0,24.117888
loser,geek,n,n,"'loser#n#1',","'geek#n#1',",TRUE,loser.geek,0,NA
macaroni,noodles,n,n,"'macaroni#n#1',","'noodles#n#1',",TRUE,macaroni.noodles,NA,NA
monster,frankenstein,n,n,"'monster#n#1',","'frankenstein#n#1',",TRUE,monster.frankenstein,0,10.566022
nerd,geek,n,n,"'nerd#n#1',","'geek#n#1',",TRUE,nerd.geek,0,NA
oodles,noodles,n,n,"'oodles#n#1',","'noodles#n#1',",TRUE,oodles.noodles,NA,NA
pimple,zit,n,n,"'pimple#n#1',","'zit#n#1',",TRUE,pimple.zit,0,NA
plastic,tupperware,n,n,"'plastic#n#1',","'tupperware#n#1',",TRUE,plastic.tupperware,NA,NA
vaseline,slippery,n,other,"'vaseline#n#1',","'slippery#other#1',",FALSE,vaseline.slippery,NA,NA
hurry,slow,n,other,"'hurry#n#1',","'slow#other#1',",FALSE,hurry.slow,NA,16.151436
sty,sly,n,other,"'sty#n#1',","'sly#other#1',",FALSE,sty.sly,NA,NA
teacher,smart,n,other,"'teacher#n#1',","'smart#other#1',",FALSE,teacher.smart,NA,15.658029
president,usa,n,n,"'president#n#1',","'usa#n#1',",TRUE,president.usa,13.72,13.011177
sidewalk,walkway,n,n,"'sidewalk#n#1',","'walkway#n#1',",TRUE,sidewalk.walkway,0.06,1.340105
soda,pepsi,n,n,"'soda#n#1',","'pepsi#n#1',",TRUE,soda.pepsi,0,5.635994
flow,smooth,n,other,"'flow#n#1',","'smooth#other#1',",FALSE,flow.smooth,NA,12.753313
stack,pancakes,n,n,"'stack#n#1',","'pancakes#n#1',",TRUE,stack.pancakes,NA,NA
syrup,pancakes,n,n,"'syrup#n#1',","'pancakes#n#1',",TRUE,syrup.pancakes,NA,NA
fasten,seatbelt,v,n,"'fasten#v#1',","'seatbelt#n#1',",FALSE,fasten.seatbelt,NA,NA
checking,account,v,n,"'checking#v#1',","'account#n#1',",FALSE,checking.account,NA,NA
perform,act,v,n,"'perform#v#1',","'act#n#1',",FALSE,perform.act,NA,1.477561
suggest,advice,v,n,"'suggest#v#1',","'advice#n#1',",FALSE,suggest.advice,NA,NA
flying,airplane,v,n,"'flying#v#1',","'airplane#n#1',",FALSE,flying.airplane,NA,18.234533
try,attempt,v,n,"'try#v#1',","'attempt#n#1',",FALSE,try.attempt,NA,0
dunk,basketball,v,n,"'dunk#v#1',","'basketball#n#1',",FALSE,dunk.basketball,NA,19.561433
cut,blood,v,n,"'cut#v#1',","'blood#n#1',",FALSE,cut.blood,NA,9.562698
hiking,boots,v,n,"'hiking#v#1',","'boots#n#1',",FALSE,hiking.boots,NA,NA
thinking,brain,v,n,"'thinking#v#1',","'brain#n#1',",FALSE,thinking.brain,NA,7.888239
empathy,sorry,n,other,"'empathy#n#1',","'sorry#other#1',",FALSE,empathy.sorry,NA,NA
frosting,cake,v,n,"'frosting#v#1',","'cake#n#1',",FALSE,frosting.cake,NA,15.722529
taste,sour,n,other,"'taste#n#1',","'sour#other#1',",FALSE,taste.sour,NA,3.724991
recycle,cans,v,n,"'recycle#v#1',","'cans#n#1',",FALSE,recycle.cans,NA,NA
handle,care,v,n,"'handle#v#1',","'care#n#1',",FALSE,handle.care,NA,0
alter,change,v,n,"'alter#v#1',","'change#n#1',",FALSE,alter.change,NA,0
dominate,control,v,n,"'dominate#v#1',","'control#n#1',",FALSE,dominate.control,NA,3.115226
imitate,copy,v,n,"'imitate#v#1',","'copy#n#1',",FALSE,imitate.copy,NA,0
sneeze,cough,v,n,"'sneeze#v#1',","'cough#n#1',",FALSE,sneeze.cough,NA,11.652431
snuggle,cuddle,v,n,"'snuggle#v#1',","'cuddle#n#1',",FALSE,snuggle.cuddle,NA,0
deteriorate,decay,v,n,"'deteriorate#v#1',","'decay#n#1',",FALSE,deteriorate.decay,NA,1.490337
define,dictionary,v,n,"'define#v#1',","'dictionary#n#1',",FALSE,define.dictionary,NA,NA
knock,door,v,n,"'knock#v#1',","'door#n#1',",FALSE,knock.door,NA,14.680192
connect,dots,v,n,"'connect#v#1',","'dots#n#1',",FALSE,connect.dots,NA,NA
clog,drain,v,n,"'clog#v#1',","'drain#n#1',",FALSE,clog.drain,NA,14.042774
sleep,dream,v,n,"'sleep#v#1',","'dream#n#1',",FALSE,sleep.dream,NA,12.291808
steer,drive,v,n,"'steer#v#1',","'drive#n#1',",FALSE,steer.drive,NA,13.601926
boiled,eggs,v,n,"'boiled#v#1',","'eggs#n#1',",FALSE,boiled.eggs,NA,NA
introvert,extrovert,v,n,"'introvert#v#1',","'extrovert#n#1',",FALSE,introvert.extrovert,NA,NA
squint,eye,v,n,"'squint#v#1',","'eye#n#1',",FALSE,squint.eye,NA,7.192847
believe,faith,v,n,"'believe#v#1',","'faith#n#1',",FALSE,believe.faith,NA,NA
frosted,flakes,v,n,"'frosted#v#1',","'flakes#n#1',",FALSE,frosted.flakes,NA,NA
scare,fright,v,n,"'scare#v#1',","'fright#n#1',",FALSE,scare.fright,NA,0
dump,garbage,v,n,"'dump#v#1',","'garbage#n#1',",FALSE,dump.garbage,NA,22.62597
reap,harvest,v,n,"'reap#v#1',","'harvest#n#1',",FALSE,reap.harvest,NA,0
embrace,hug,v,n,"'embrace#v#1',","'hug#n#1',",FALSE,embrace.hug,NA,0
prune,juice,v,n,"'prune#v#1',","'juice#n#1',",FALSE,prune.juice,NA,20.709079
skip,jump,v,n,"'skip#v#1',","'jump#n#1',",FALSE,skip.jump,NA,0
kneel,knee,v,n,"'kneel#v#1',","'knee#n#1',",FALSE,kneel.knee,NA,22.62597
rung,ladder,v,n,"'rung#v#1',","'ladder#n#1',",FALSE,rung.ladder,NA,16.371971
mow,lawn,v,n,"'mow#v#1',","'lawn#n#1',",FALSE,mow.lawn,NA,25.540827
diminish,lesson,v,n,"'diminish#v#1',","'lesson#n#1',",FALSE,diminish.lesson,NA,NA
goo,sticky,n,other,"'goo#n#1',","'sticky#other#1',",FALSE,goo.sticky,NA,NA
cardboard,stiff,n,other,"'cardboard#n#1',","'stiff#other#1',",FALSE,cardboard.stiff,NA,18.43216
cover,lid,v,n,"'cover#v#1',","'lid#n#1',",FALSE,cover.lid,NA,2.798635
unload,load,v,n,"'unload#v#1',","'load#n#1',",FALSE,unload.load,NA,13.075143
highlight,marker,v,n,"'highlight#v#1',","'marker#n#1',",FALSE,highlight.marker,NA,17.257744
rub,massage,v,n,"'rub#v#1',","'massage#n#1',",FALSE,rub.massage,NA,19.529724
kill,murder,v,n,"'kill#v#1',","'murder#n#1',",FALSE,kill.murder,NA,0.908336
update,news,v,n,"'update#v#1',","'news#n#1',",FALSE,update.news,NA,5.846449
ruler,straight,n,other,"'ruler#n#1',","'straight#other#1',",FALSE,ruler.straight,NA,12.181455
behavior,strange,n,other,"'behavior#n#1',","'strange#other#1',",FALSE,behavior.strange,NA,NA
overcome,obstacle,v,n,"'overcome#v#1',","'obstacle#n#1',",FALSE,overcome.obstacle,NA,NA
closing,opening,v,n,"'closing#v#1',","'opening#n#1',",FALSE,closing.opening,NA,5.503608
hurt,pain,v,n,"'hurt#v#1',","'pain#n#1',",FALSE,hurt.pain,NA,0
associate,partner,v,n,"'associate#v#1',","'partner#n#1',",FALSE,associate.partner,NA,3.297424
wait,patience,v,n,"'wait#v#1',","'patience#n#1',",FALSE,wait.patience,NA,15.558391
sow,pig,v,n,"'sow#v#1',","'pig#n#1',",FALSE,sow.pig,NA,2.665195
sneak,preview,v,n,"'sneak#v#1',","'preview#n#1',",FALSE,sneak.preview,NA,23.545478
write,print,v,n,"'write#v#1',","'print#n#1',",FALSE,write.print,NA,1.104916
muscle,strong,n,other,"'muscle#n#1',","'strong#other#1',",FALSE,muscle.strong,NA,NA
vomit,puke,v,n,"'vomit#v#1',","'puke#n#1',",FALSE,vomit.puke,NA,0
reprimand,punishment,v,n,"'reprimand#v#1',","'punishment#n#1',",FALSE,reprimand.punishment,NA,17.509149
guess,question,v,n,"'guess#v#1',","'question#n#1',",FALSE,guess.question,NA,5.888241
drag,race,v,n,"'drag#v#1',","'race#n#1',",FALSE,drag.race,NA,9.370315
shake,rattle,v,n,"'shake#v#1',","'rattle#n#1',",FALSE,shake.rattle,NA,3.325375
left,right,v,n,"'left#v#1',","'right#n#1',",FALSE,left.right,NA,1.415711
itch,scratch,v,n,"'itch#v#1',","'scratch#n#1',",FALSE,itch.scratch,NA,0
frisk,search,v,n,"'frisk#v#1',","'search#n#1',",FALSE,frisk.search,NA,5.917545
reproduce,sex,v,n,"'reproduce#v#1',","'sex#n#1',",FALSE,reproduce.sex,NA,10.765074
dig,shovel,v,n,"'dig#v#1',","'shovel#n#1',",FALSE,dig.shovel,NA,2.974075
glide,slide,v,n,"'glide#v#1',","'slide#n#1',",FALSE,glide.slide,NA,0
tramp,slut,v,n,"'tramp#v#1',","'slut#n#1',",FALSE,tramp.slut,NA,NA
crush,smash,v,n,"'crush#v#1',","'smash#n#1',",FALSE,crush.smash,NA,10.128223
frown,smile,v,n,"'frown#v#1',","'smile#n#1',",FALSE,frown.smile,NA,1.515507
goodness,sweet,n,other,"'goodness#n#1',","'sweet#other#1',",FALSE,goodness.sweet,NA,10.85093
accelerate,speed,v,n,"'accelerate#v#1',","'speed#n#1',",FALSE,accelerate.speed,NA,0
pour,spill,v,n,"'pour#v#1',","'spill#n#1',",FALSE,pour.spill,NA,0.462475
understanding,sympathetic,n,other,"'understanding#n#1',","'sympathetic#other#1',",FALSE,understanding.sympathetic,NA,NA
disperse,spread,v,n,"'disperse#v#1',","'spread#n#1',",FALSE,disperse.spread,NA,0
please,thanks,v,n,"'please#v#1',","'thanks#n#1',",FALSE,please.thanks,NA,NA
defrost,thaw,v,n,"'defrost#v#1',","'thaw#n#1',",FALSE,defrost.thaw,NA,2.995734
quench,thirst,v,n,"'quench#v#1',","'thirst#n#1',",FALSE,quench.thirst,NA,22.292071
hitchhike,thumb,v,n,"'hitchhike#v#1',","'thumb#n#1',",FALSE,hitchhike.thumb,NA,0
bound,tie,v,n,"'bound#v#1',","'tie#n#1',",FALSE,bound.tie,NA,2.775334
building,tall,n,other,"'building#n#1',","'tall#other#1',",FALSE,building.tall,NA,NA
raspberry,tart,n,other,"'raspberry#n#1',","'tart#other#1',",FALSE,raspberry.tart,NA,13.949725
heading,title,v,n,"'heading#v#1',","'title#n#1',",FALSE,heading.title,NA,1.432064
lick,tongue,v,n,"'lick#v#1',","'tongue#n#1',",FALSE,lick.tongue,NA,0.590669
pat,touch,v,n,"'pat#v#1',","'touch#n#1',",FALSE,pat.touch,NA,2.768979
appraise,value,v,n,"'appraise#v#1',","'value#n#1',",FALSE,appraise.value,NA,0
hike,walk,v,n,"'hike#v#1',","'walk#n#1',",FALSE,hike.walk,NA,3.391797
complain,whine,v,n,"'complain#v#1',","'whine#n#1',",FALSE,complain.whine,NA,NA
amaze,wonder,v,n,"'amaze#v#1',","'wonder#n#1',",FALSE,amaze.wonder,NA,15.527468
scold,yell,v,n,"'scold#v#1',","'yell#n#1',",FALSE,scold.yell,NA,17.052043
means,ability,v,n,"'means#v#1',","'ability#n#1',",FALSE,means.ability,NA,12.192297
pretend,act,v,n,"'pretend#v#1',","'act#n#1',",FALSE,pretend.act,NA,0
advise,advice,v,n,"'advise#v#1',","'advice#n#1',",FALSE,advise.advice,NA,NA
fly,airplane,v,n,"'fly#v#1',","'airplane#n#1',",FALSE,fly.airplane,NA,13.302295
lead,aluminum,v,n,"'lead#v#1',","'aluminum#n#1',",FALSE,lead.aluminum,NA,11.822986
conclude,answer,v,n,"'conclude#v#1',","'answer#n#1',",FALSE,conclude.answer,NA,13.250123
toes,ten,n,other,"'toes#n#1',","'ten#other#1',",FALSE,toes.ten,NA,NA
evict,apartment,v,n,"'evict#v#1',","'apartment#n#1',",FALSE,evict.apartment,NA,NA
wipe,ass,v,n,"'wipe#v#1',","'ass#n#1',",FALSE,wipe.ass,NA,18.454951
kidnap,baby,v,n,"'kidnap#v#1',","'baby#n#1',",FALSE,kidnap.baby,NA,20.539364
grab,bag,v,n,"'grab#v#1',","'bag#n#1',",FALSE,grab.bag,NA,13.878865
catch,ball,v,n,"'catch#v#1',","'ball#n#1',",FALSE,catch.ball,NA,9.038568
presence,there,n,other,"'presence#n#1',","'there#other#1',",FALSE,presence.there,NA,10.122892
secluded,beach,v,n,"'secluded#v#1',","'beach#n#1',",FALSE,secluded.beach,NA,NA
oasis,thirsty,n,other,"'oasis#n#1',","'thirsty#other#1',",FALSE,oasis.thirsty,NA,NA
stalk,bean,v,n,"'stalk#v#1',","'bean#n#1',",FALSE,stalk.bean,NA,7.313096
bury,bone,v,n,"'bury#v#1',","'bone#n#1',",FALSE,bury.bone,NA,18.420956
grind,bump,v,n,"'grind#v#1',","'bump#n#1',",FALSE,grind.bump,NA,6.312175
gamble,cards,v,n,"'gamble#v#1',","'cards#n#1',",FALSE,gamble.cards,NA,11.116546
check,cash,v,n,"'check#v#1',","'cash#n#1',",FALSE,check.cash,NA,11.248214
melt,cheese,v,n,"'melt#v#1',","'cheese#n#1',",FALSE,melt.cheese,NA,20.323138
sprinkle,chocolate,v,n,"'sprinkle#v#1',","'chocolate#n#1',",FALSE,sprinkle.chocolate,NA,22.009948
security,tight,n,other,"'security#n#1',","'tight#other#1',",FALSE,security.tight,NA,NA
decide,choice,v,n,"'decide#v#1',","'choice#n#1',",FALSE,decide.choice,NA,NA
spin,circle,v,n,"'spin#v#1',","'circle#n#1',",FALSE,spin.circle,NA,12.086637
can,coke,v,n,"'can#v#1',","'coke#n#1',",FALSE,can.coke,NA,13.708771
enter,computer,v,n,"'enter#v#1',","'computer#n#1',",FALSE,enter.computer,NA,NA
persuade,con,v,n,"'persuade#v#1',","'con#n#1',",FALSE,persuade.con,NA,15.647248
lubricate,condom,v,n,"'lubricate#v#1',","'condom#n#1',",FALSE,lubricate.condom,NA,NA
accuse,court,v,n,"'accuse#v#1',","'court#n#1',",FALSE,accuse.court,NA,16.675282
spank,cry,v,n,"'spank#v#1',","'cry#n#1',",FALSE,spank.cry,NA,21.779375
decompose,decay,v,n,"'decompose#v#1',","'decay#n#1',",FALSE,decompose.decay,NA,0
instruct,directions,v,n,"'instruct#v#1',","'directions#n#1',",FALSE,instruct.directions,NA,NA
fill,dirt,v,n,"'fill#v#1',","'dirt#n#1',",FALSE,fill.dirt,NA,7.387871
wear,dress,v,n,"'wear#v#1',","'dress#n#1',",FALSE,wear.dress,NA,0.689857
mountain,top,n,other,"'mountain#n#1',","'top#other#1',",FALSE,mountain.top,NA,15.838824
evacuate,earthquake,v,n,"'evacuate#v#1',","'earthquake#n#1',",FALSE,evacuate.earthquake,NA,NA
explain,excuse,v,n,"'explain#v#1',","'excuse#n#1',",FALSE,explain.excuse,NA,0
escape,exit,v,n,"'escape#v#1',","'exit#n#1',",FALSE,escape.exit,NA,9.978447
look,eye,v,n,"'look#v#1',","'eye#n#1',",FALSE,look.eye,NA,1.433264
flunk,failure,v,n,"'flunk#v#1',","'failure#n#1',",FALSE,flunk.failure,NA,NA
stand,fall,v,n,"'stand#v#1',","'fall#n#1',",FALSE,stand.fall,NA,6.133878
grasp,fist,v,n,"'grasp#v#1',","'fist#n#1',",FALSE,grasp.fist,NA,19.483303
beware,fright,v,n,"'beware#v#1',","'fright#n#1',",FALSE,beware.fright,NA,17.316917
wasted,garbage,v,n,"'wasted#v#1',","'garbage#n#1',",FALSE,wasted.garbage,NA,NA
knitting,grandma,v,n,"'knitting#v#1',","'grandma#n#1',",FALSE,knitting.grandma,NA,20.659023
join,group,v,n,"'join#v#1',","'group#n#1',",FALSE,join.group,NA,6.189881
felt,hand,v,n,"'felt#v#1',","'hand#n#1',",FALSE,felt.hand,NA,12.303301
torn,hole,v,n,"'torn#v#1',","'hole#n#1',",FALSE,torn.hole,NA,NA
stocking,hose,v,n,"'stocking#v#1',","'hose#n#1',",FALSE,stocking.hose,NA,1.466338
haunt,house,v,n,"'haunt#v#1',","'house#n#1',",FALSE,haunt.house,NA,12.943476
crave,hunger,v,n,"'crave#v#1',","'hunger#n#1',",FALSE,crave.hunger,NA,0
multiply,increase,v,n,"'multiply#v#1',","'increase#n#1',",FALSE,multiply.increase,NA,3.137964
fade,jeans,v,n,"'fade#v#1',","'jeans#n#1',",FALSE,fade.jeans,NA,NA
amuse,joke,v,n,"'amuse#v#1',","'joke#n#1',",FALSE,amuse.joke,NA,15.659745
jury,twelve,n,other,"'jury#n#1',","'twelve#other#1',",FALSE,jury.twelve,NA,18.930431
evaluate,judge,v,n,"'evaluate#v#1',","'judge#n#1',",FALSE,evaluate.judge,NA,2.483318
tunnel,under,n,other,"'tunnel#n#1',","'under#other#1',",FALSE,tunnel.under,NA,NA
playing,kids,v,n,"'playing#v#1',","'kids#n#1',",FALSE,playing.kids,NA,NA
convict,killer,v,n,"'convict#v#1',","'killer#n#1',",FALSE,convict.killer,NA,15.386983
scrambled,letters,v,n,"'scrambled#v#1',","'letters#n#1',",FALSE,scrambled.letters,NA,NA
enjoy,life,v,n,"'enjoy#v#1',","'life#n#1',",FALSE,enjoy.life,NA,NA
reflect,light,v,n,"'reflect#v#1',","'light#n#1',",FALSE,reflect.light,NA,14.860608
purchase,mall,v,n,"'purchase#v#1',","'mall#n#1',",FALSE,purchase.mall,NA,18.17587
announce,marriage,v,n,"'announce#v#1',","'marriage#n#1',",FALSE,announce.marriage,NA,NA
integrate,math,v,n,"'integrate#v#1',","'math#n#1',",FALSE,integrate.math,NA,NA
belong,mine,v,n,"'belong#v#1',","'mine#n#1',",FALSE,belong.mine,NA,17.516509
wrench,monkey,v,n,"'wrench#v#1',","'monkey#n#1',",FALSE,wrench.monkey,NA,19.610535
spit,mouth,v,n,"'spit#v#1',","'mouth#n#1',",FALSE,spit.mouth,NA,16.228497
stuck,mud,v,n,"'stuck#v#1',","'mud#n#1',",FALSE,stuck.mud,NA,NA
help,need,v,n,"'help#v#1',","'need#n#1',",FALSE,help.need,NA,11.469205
erupt,orgasm,v,n,"'erupt#v#1',","'orgasm#n#1',",FALSE,erupt.orgasm,NA,NA
deliver,package,v,n,"'deliver#v#1',","'package#n#1',",FALSE,deliver.package,NA,15.02607
portray,paint,v,n,"'portray#v#1',","'paint#n#1',",FALSE,portray.paint,NA,5.059141
drawing,painting,v,n,"'drawing#v#1',","'painting#n#1',",FALSE,drawing.painting,NA,3.379851
strike,picket,v,n,"'strike#v#1',","'picket#n#1',",FALSE,strike.picket,NA,6.029436
squeal,pig,v,n,"'squeal#v#1',","'pig#n#1',",FALSE,squeal.pig,NA,22.573363
intoxicate,poison,v,n,"'intoxicate#v#1',","'poison#n#1',",FALSE,intoxicate.poison,NA,2.197223
boil,pot,v,n,"'boil#v#1',","'pot#n#1',",FALSE,boil.pot,NA,15.832054
radiator,warm,n,other,"'radiator#n#1',","'warm#other#1',",FALSE,radiator.warm,NA,NA
beat,pound,v,n,"'beat#v#1',","'pound#n#1',",FALSE,beat.pound,NA,0
will,power,v,n,"'will#v#1',","'power#n#1',",FALSE,will.power,NA,1.662734
swear,promise,v,n,"'swear#v#1',","'promise#n#1',",FALSE,swear.promise,NA,3.072669
stolen,property,v,n,"'stolen#v#1',","'property#n#1',",FALSE,stolen.property,NA,NA
veer,right,v,n,"'veer#v#1',","'right#n#1',",FALSE,veer.right,NA,14.29041
isolated,room,v,n,"'isolated#v#1',","'room#n#1',",FALSE,isolated.room,NA,NA
erode,rot,v,n,"'erode#v#1',","'rot#n#1',",FALSE,erode.rot,NA,19.913972
dissolve,salt,v,n,"'dissolve#v#1',","'salt#n#1',",FALSE,dissolve.salt,NA,15.905331
seek,search,v,n,"'seek#v#1',","'search#n#1',",FALSE,seek.search,NA,0
mat,welcome,n,other,"'mat#n#1',","'welcome#other#1',",FALSE,mat.welcome,NA,15.371609
covered,sheets,v,n,"'covered#v#1',","'sheets#n#1',",FALSE,covered.sheets,NA,NA
spend,shopping,v,n,"'spend#v#1',","'shopping#n#1',",FALSE,spend.shopping,NA,NA
shoot,shot,v,n,"'shoot#v#1',","'shot#n#1',",FALSE,shoot.shot,NA,2.740837
annoy,sister,v,n,"'annoy#v#1',","'sister#n#1',",FALSE,annoy.sister,NA,NA
break,smash,v,n,"'break#v#1',","'smash#n#1',",FALSE,break.smash,NA,1.807263
sheet,white,n,other,"'sheet#n#1',","'white#other#1',",FALSE,sheet.white,NA,8.081526
part,whole,n,other,"'part#n#1',","'whole#other#1',",FALSE,part.whole,NA,3.909411
cause,why,n,other,"'cause#n#1',","'why#other#1',",FALSE,cause.why,NA,11.151504
span,wide,n,other,"'span#n#1',","'wide#other#1',",FALSE,span.wide,NA,NA
crawl,snail,v,n,"'crawl#v#1',","'snail#n#1',",FALSE,crawl.snail,NA,23.649607
rebel,wild,n,other,"'rebel#n#1',","'wild#other#1',",FALSE,rebel.wild,NA,18.452908
say,something,v,n,"'say#v#1',","'something#n#1',",FALSE,say.something,NA,16.619578
stir,spoon,v,n,"'stir#v#1',","'spoon#n#1',",FALSE,stir.spoon,NA,19.466236
wrestling,sport,v,n,"'wrestling#v#1',","'sport#n#1',",FALSE,wrestling.sport,NA,5.167638
gather,spread,v,n,"'gather#v#1',","'spread#n#1',",FALSE,gather.spread,NA,7.538238
collect,stamp,v,n,"'collect#v#1',","'stamp#n#1',",FALSE,collect.stamp,NA,16.70174
attach,stick,v,n,"'attach#v#1',","'stick#n#1',",FALSE,attach.stick,NA,0.288283
running,sweat,v,n,"'running#v#1',","'sweat#n#1',",FALSE,running.sweat,NA,10.174286
follow,tag,v,n,"'follow#v#1',","'tag#n#1',",FALSE,follow.tag,NA,0.736036
fit,tantrum,v,n,"'fit#v#1',","'tantrum#n#1',",FALSE,fit.tantrum,NA,0
set,television,v,n,"'set#v#1',","'television#n#1',",FALSE,set.television,NA,1.738961
prove,theory,v,n,"'prove#v#1',","'theory#n#1',",FALSE,prove.theory,NA,NA
rob,thief,v,n,"'rob#v#1',","'thief#n#1',",FALSE,rob.thief,NA,NA
wed,thursday,v,n,"'wed#v#1',","'thursday#n#1',",FALSE,wed.thursday,NA,NA
thought,time,v,n,"'thought#v#1',","'time#n#1',",FALSE,thought.time,NA,5.106861
clamp,tool,v,n,"'clamp#v#1',","'tool#n#1',",FALSE,clamp.tool,NA,9.47167
stumble,trip,v,n,"'stumble#v#1',","'trip#n#1',",FALSE,stumble.trip,NA,0
soak,wash,v,n,"'soak#v#1',","'wash#n#1',",FALSE,soak.wash,NA,2.386094
call,yell,v,n,"'call#v#1',","'yell#n#1',",FALSE,call.yell,NA,0
forbidden,zone,v,n,"'forbidden#v#1',","'zone#n#1',",FALSE,forbidden.zone,NA,NA
way,wrong,n,other,"'way#n#1',","'wrong#other#1',",FALSE,way.wrong,NA,10.200647
bandaid,cut,n,v,"'bandaid#n#1',","'cut#v#1',",FALSE,bandaid.cut,NA,NA
chalkboard,write,n,v,"'chalkboard#n#1',","'write#v#1',",FALSE,chalkboard.write,NA,NA
dandelion,yellow,n,other,"'dandelion#n#1',","'yellow#other#1',",FALSE,dandelion.yellow,NA,23.257977
approval,yes,n,other,"'approval#n#1',","'yes#other#1',",FALSE,approval.yes,NA,7.224129
